Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3095at7147	Complete	JAEIGE010000332.1:12172174-12216674	12172174	12216674	+	2299.7	1293	https://www.orthodb.org/v10?query=3095at7147	Diacylglycerol kinase
3096at7147	Complete	JAEIGE010000332.1:18270788-18277377	18270788	18277377	+	2447.0	1533	https://www.orthodb.org/v10?query=3096at7147	cadherin-23
3107at7147	Complete	JAEIGE010000213.1:6732868-6737607	6732868	6737607	+	1920.1	1107	https://www.orthodb.org/v10?query=3107at7147	Mediator of RNA polymerase II transcription subunit 23
3153at7147	Complete	JAEIGE010000332.1:644099-649395	644099	649395	+	1752.9	993	https://www.orthodb.org/v10?query=3153at7147	Mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
3183at7147	Complete	JAEIGE010000253.1:17159201-17154636	17159201	17154636	-	1508.4	898	https://www.orthodb.org/v10?query=3183at7147	type I inositol 3,4-bisphosphate 4-phosphatase
3196at7147	Complete	JAEIGE010000332.1:5731979-5714991	5731979	5714991	-	1360.3	763	https://www.orthodb.org/v10?query=3196at7147	Diacylglycerol kinase
3208at7147	Complete	JAEIGE010000299.1:3238851-3227844	3238851	3227844	-	1508.3	897	https://www.orthodb.org/v10?query=3208at7147	WD40-repeat-containing domain
3236at7147	Complete	JAEIGE010000308.1:988704-975895	988704	975895	-	1450.2	836	https://www.orthodb.org/v10?query=3236at7147	Paired amphipathic helix
3250at7147	Complete	JAEIGE010000227.1:29780279-29775685	29780279	29775685	-	2149.9	1135	https://www.orthodb.org/v10?query=3250at7147	Haem peroxidase
3264at7147	Complete	JAEIGE010000332.1:24758893-24763501	24758893	24763501	+	1597.6	1043	https://www.orthodb.org/v10?query=3264at7147	Leucine-rich repeat
3275at7147	Complete	JAEIGE010000299.1:6188597-6158244	6188597	6158244	-	1771.5	1378	https://www.orthodb.org/v10?query=3275at7147	plectin isoform X1
3283at7147	Complete	JAEIGE010000002.1:8311225-8320978	8311225	8320978	+	1882.7	1344	https://www.orthodb.org/v10?query=3283at7147	tuberin
3371at7147	Complete	JAEIGE010000253.1:3214715-3207370	3214715	3207370	-	2671.7	1506	https://www.orthodb.org/v10?query=3371at7147	Sec7 domain
3394at7147	Complete	JAEIGE010000332.1:10872679-10839685	10872679	10839685	-	1592.5	960	https://www.orthodb.org/v10?query=3394at7147	Ankyrin repeat-containing domain
3420at7147	Complete	JAEIGE010000299.1:12435881-12440959	12435881	12440959	+	2537.9	1376	https://www.orthodb.org/v10?query=3420at7147	Low-density lipoprotein (LDL) receptor class A, conserved site
3422at7147	Complete	JAEIGE010000253.1:10021502-10031100	10021502	10031100	+	1630.2	878	https://www.orthodb.org/v10?query=3422at7147	protein retinal degeneration B isoform X1
3429at7147	Complete	JAEIGE010000227.1:6786463-6794743	6786463	6794743	+	1543.8	851	https://www.orthodb.org/v10?query=3429at7147	Ras guanine-nucleotide exchange factor catalytic domain superfamily
3440at7147	Complete	JAEIGE010000332.1:10615668-10608551	10615668	10608551	-	2541.7	1642	https://www.orthodb.org/v10?query=3440at7147	rootletin
3442at7147	Complete	JAEIGE010000227.1:5009020-5012806	5009020	5012806	+	1883.5	995	https://www.orthodb.org/v10?query=3442at7147	Aminoacyl-tRNA synthetase, class Ia
3445at7147	Complete	JAEIGE010000142.1:122083-126826	122083	126826	+	2141.6	1251	https://www.orthodb.org/v10?query=3445at7147	UDP-glucose:glycoprotein glucosyltransferase
3469at7147	Complete	JAEIGE010000308.1:2334515-2330391	2334515	2330391	-	1730.3	1038	https://www.orthodb.org/v10?query=3469at7147	K Homology domain, type 1
3500at7147	Complete	JAEIGE010000253.1:28233158-28240776	28233158	28240776	+	520.5	2087	https://www.orthodb.org/v10?query=3500at7147	protein lava lamp
3505at7147	Complete	JAEIGE010000016.1:8097895-8089801	8097895	8089801	-	2030.3	1040	https://www.orthodb.org/v10?query=3505at7147	neurexin-4 isoform X1
3510at7147	Complete	JAEIGE010000332.1:18305894-18298830	18305894	18298830	-	1100.1	846	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3521at7147	Complete	JAEIGE010000016.1:4226224-4230449	4226224	4230449	+	1997.7	1042	https://www.orthodb.org/v10?query=3521at7147	WD40-repeat-containing domain
3551at7147	Complete	JAEIGE010000332.1:29332916-29382274	29332916	29382274	+	1065.7	588	https://www.orthodb.org/v10?query=3551at7147	Guanylate cyclase
3553at7147	Complete	JAEIGE010000332.1:16439265-16448104	16439265	16448104	+	2337.2	1340	https://www.orthodb.org/v10?query=3553at7147	Transcription initiation factor TFIID subunit
3556at7147	Complete	JAEIGE010000299.1:6637986-6642497	6637986	6642497	+	1422.5	907	https://www.orthodb.org/v10?query=3556at7147	Zinc finger, PHD-type
3560at7147	Complete	JAEIGE010000213.1:5908858-5912112	5908858	5912112	+	1003.3	621	https://www.orthodb.org/v10?query=3560at7147	Rab-GTPase-TBC domain
3562at7147	Complete	JAEIGE010000016.1:8016202-8020932	8016202	8020932	+	998.0	767	https://www.orthodb.org/v10?query=3562at7147	Immunoglobulin-like domain
3585at7147	Complete	JAEIGE010000299.1:3189574-3185305	3189574	3185305	-	1524.7	1033	https://www.orthodb.org/v10?query=3585at7147	Condensin complex subunit 1
3601at7147	Complete	JAEIGE010000332.1:1650647-1646093	1650647	1646093	-	1803.5	1046	https://www.orthodb.org/v10?query=3601at7147	WD40-repeat-containing domain
3605at7147	Complete	JAEIGE010000253.1:24136495-24161343	24136495	24161343	+	1078.1	723	https://www.orthodb.org/v10?query=3605at7147	Cyclic nucleotide-binding, conserved site
3644at7147	Complete	JAEIGE010000308.1:2971940-2977043	2971940	2977043	+	2134.0	1243	https://www.orthodb.org/v10?query=3644at7147	cleavage and polyadenylation specificity factor subunit 1
3647at7147	Complete	JAEIGE010000227.1:29266109-29262610	29266109	29262610	-	1641.2	948	https://www.orthodb.org/v10?query=3647at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3679at7147	Complete	JAEIGE010000227.1:1023131-1019130	1023131	1019130	-	1745.0	982	https://www.orthodb.org/v10?query=3679at7147	Cation-transporting ATPase
3700at7147	Complete	JAEIGE010000227.1:9565497-9555544	9565497	9555544	-	946.2	901	https://www.orthodb.org/v10?query=3700at7147	tRNA (guanine-N(7)-)-methyltransferase
3707at7147	Complete	JAEIGE010000253.1:10087111-10094185	10087111	10094185	+	1535.9	1028	https://www.orthodb.org/v10?query=3707at7147	rapamycin-insensitive companion of mTOR
3716at7147	Complete	JAEIGE010000253.1:13687575-13694318	13687575	13694318	+	2824.6	1613	https://www.orthodb.org/v10?query=3716at7147	Transcription elongation factor spt6
3724at7147	Complete	JAEIGE010000227.1:18365488-18372884	18365488	18372884	+	1393.7	796	https://www.orthodb.org/v10?query=3724at7147	ring canal kelch protein
3746at7147	Complete	JAEIGE010000002.1:2089115-2103360	2089115	2103360	+	829.1	981	https://www.orthodb.org/v10?query=3746at7147	formin-J
3753at7147	Complete	JAEIGE010000299.1:3615285-3618746	3615285	3618746	+	2072.7	982	https://www.orthodb.org/v10?query=3753at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3786at7147	Complete	JAEIGE010000253.1:12916733-12922140	12916733	12922140	+	1728.1	1271	https://www.orthodb.org/v10?query=3786at7147	maestro heat-like repeat-containing protein family member 1
3789at7147	Complete	JAEIGE010000299.1:4600449-4604927	4600449	4604927	+	890.1	872	https://www.orthodb.org/v10?query=3789at7147	C2 domain
3831at7147	Complete	JAEIGE010000227.1:4942660-4932504	4942660	4932504	-	1091.3	848	https://www.orthodb.org/v10?query=3831at7147	FERM domain
3841at7147	Complete	JAEIGE010000239.1:1457568-1448436	1457568	1448436	-	1504.0	906	https://www.orthodb.org/v10?query=3841at7147	serine/threonine-protein kinase 10 isoform X1
3842at7147	Complete	JAEIGE010000299.1:8197688-8202363	8197688	8202363	+	1153.8	938	https://www.orthodb.org/v10?query=3842at7147	FANCI solenoid 2 domain
3861at7147	Complete	JAEIGE010000332.1:30462944-30466735	30462944	30466735	+	1577.2	920	https://www.orthodb.org/v10?query=3861at7147	helicase SKI2W
3868at7147	Complete	JAEIGE010000253.1:17680049-17691380	17680049	17691380	+	783.3	384	https://www.orthodb.org/v10?query=3868at7147	cytosolic carboxypeptidase NnaD isoform X1
3869at7147	Complete	JAEIGE010000299.1:2775035-2781590	2775035	2781590	+	760.8	878	https://www.orthodb.org/v10?query=3869at7147	Paired amphipathic helix
3884at7147	Complete	JAEIGE010000299.1:4671701-4668477	4671701	4668477	-	1104.9	741	https://www.orthodb.org/v10?query=3884at7147	Sterile alpha motif domain
3915at7147	Complete	JAEIGE010000213.1:4273250-4282077	4273250	4282077	+	2122.9	1301	https://www.orthodb.org/v10?query=3915at7147	FERM domain
3921at7147	Complete	JAEIGE010000332.1:30151220-30162290	30151220	30162290	+	1345.9	957	https://www.orthodb.org/v10?query=3921at7147	Histone-lysine N-methyltransferase, H3 lysine-79 specific
3935at7147	Complete	JAEIGE010000332.1:14270002-14224928	14270002	14224928	-	1974.0	968	https://www.orthodb.org/v10?query=3935at7147	Calcium-activated potassium channel alpha chain
3937at7147	Complete	JAEIGE010000332.1:4365461-4360168	4365461	4360168	-	1255.6	873	https://www.orthodb.org/v10?query=3937at7147	Zinc finger, MYM-type
4013at7147	Complete	JAEIGE010000213.1:9950501-9965911	9950501	9965911	+	1655.4	972	https://www.orthodb.org/v10?query=4013at7147	Leucine-rich repeat
4015at7147	Complete	JAEIGE010000332.1:19894921-19900454	19894921	19900454	+	1058.0	1019	https://www.orthodb.org/v10?query=4015at7147	Histone-lysine N-methyltransferase
4035at7147	Complete	JAEIGE010000332.1:27790541-27780451	27790541	27780451	-	675.6	451	https://www.orthodb.org/v10?query=4035at7147	Cadherin
4042at7147	Complete	JAEIGE010000332.1:22034164-22038805	22034164	22038805	+	1753.4	896	https://www.orthodb.org/v10?query=4042at7147	Gamma-aminobutyric acid type B receptor subunit 2
4053at7147	Complete	JAEIGE010000227.1:15309616-15315921	15309616	15315921	+	1800.1	918	https://www.orthodb.org/v10?query=4053at7147	Phosphorylase b kinase regulatory subunit
4076at7147	Complete	JAEIGE010000308.1:1499102-1503948	1499102	1503948	+	870.8	1306	https://www.orthodb.org/v10?query=4076at7147	golgin subfamily A member 4
4133at7147	Complete	JAEIGE010000253.1:5426942-5418055	5426942	5418055	-	2237.9	1264	https://www.orthodb.org/v10?query=4133at7147	uDENN domain
4145at7147	Complete	JAEIGE010000332.1:32621004-32625327	32621004	32625327	+	1573.2	885	https://www.orthodb.org/v10?query=4145at7147	Cation-transporting ATPase
4163at7147	Complete	JAEIGE010000299.1:10966005-10961419	10966005	10961419	-	1939.8	1148	https://www.orthodb.org/v10?query=4163at7147	Outer segment 6
4165at7147	Complete	JAEIGE010000301.1:129487-318421	129487	318421	+	1443.1	1021	https://www.orthodb.org/v10?query=4165at7147	Immunoglobulin-like domain
4190at7147	Complete	JAEIGE010000253.1:10081604-10085834	10081604	10085834	+	1727.1	984	https://www.orthodb.org/v10?query=4190at7147	Ran-binding protein 16
4208at7147	Complete	JAEIGE010000227.1:11882416-11878656	11882416	11878656	-	1530.1	956	https://www.orthodb.org/v10?query=4208at7147	tubulin-specific chaperone D
4218at7147	Complete	JAEIGE010000253.1:14112681-14096958	14112681	14096958	-	1235.7	831	https://www.orthodb.org/v10?query=4218at7147	Ras GTPase-activating domain
4227at7147	Complete	JAEIGE010000213.1:4571634-4576154	4571634	4576154	+	1362.3	900	https://www.orthodb.org/v10?query=4227at7147	WD40-repeat-containing domain
4233at7147	Complete	JAEIGE010000332.1:30644999-30649609	30644999	30649609	+	1842.7	1055	https://www.orthodb.org/v10?query=4233at7147	Immunoglobulin-like domain
4244at7147	Complete	JAEIGE010000308.1:2681108-2685373	2681108	2685373	+	1103.5	987	https://www.orthodb.org/v10?query=4244at7147	Tetratricopeptide repeat
4262at7147	Complete	JAEIGE010000016.1:2616152-2612388	2616152	2612388	-	2097.2	1081	https://www.orthodb.org/v10?query=4262at7147	Coatomer subunit alpha
4270at7147	Complete	JAEIGE010000253.1:27886346-27881018	27886346	27881018	-	1637.0	877	https://www.orthodb.org/v10?query=4270at7147	Coronin
4283at7147	Complete	JAEIGE010000213.1:6784405-6788644	6784405	6788644	+	1144.4	1167	https://www.orthodb.org/v10?query=4283at7147	Telomere-associated protein RIF1
4291at7147	Complete	JAEIGE010000299.1:10808688-10798109	10808688	10798109	-	1711.9	874	https://www.orthodb.org/v10?query=4291at7147	solute carrier family 12 member 4 isoform X1
4293at7147	Complete	JAEIGE010000002.1:10662896-10671236	10662896	10671236	+	970.5	741	https://www.orthodb.org/v10?query=4293at7147	EGF-like, conserved site
4298at7147	Complete	JAEIGE010000332.1:25013942-25032367	25013942	25032367	+	1560.3	869	https://www.orthodb.org/v10?query=4298at7147	endoplasmic reticulum aminopeptidase 2 isoform X1
4304at7147	Complete	JAEIGE010000332.1:8304327-8296657	8304327	8296657	-	1702.7	1011	https://www.orthodb.org/v10?query=4304at7147	EGF-like, conserved site
4336at7147	Complete	JAEIGE010000253.1:5435477-5476316	5435477	5476316	+	1493.0	1024	https://www.orthodb.org/v10?query=4336at7147	Integrin alpha chain
4344at7147	Complete	JAEIGE010000253.1:6761534-6765990	6761534	6765990	+	819.0	801	https://www.orthodb.org/v10?query=4344at7147	WASH complex subunit 7
4355at7147	Complete	JAEIGE010000016.1:5493814-5508005	5493814	5508005	+	2206.0	1316	https://www.orthodb.org/v10?query=4355at7147	Phosphatidylinositol 3-/4-kinase, catalytic domain
4382at7147	Complete	JAEIGE010000332.1:31690885-31674666	31690885	31674666	-	1705.8	887	https://www.orthodb.org/v10?query=4382at7147	Calcium-transporting ATPase
4396at7147	Complete	JAEIGE010000299.1:9421697-9403497	9421697	9403497	-	974.2	560	https://www.orthodb.org/v10?query=4396at7147	Ubiquitin specific protease, conserved site
4401at7147	Complete	JAEIGE010000253.1:11906804-11928513	11906804	11928513	+	524.5	310	https://www.orthodb.org/v10?query=4401at7147	WD40 repeat
4408at7147	Complete	JAEIGE010000227.1:7923882-7928233	7923882	7928233	+	1171.6	787	https://www.orthodb.org/v10?query=4408at7147	ubiquitin conjugation factor E4 B
4416at7147	Complete	JAEIGE010000227.1:18201937-18207617	18201937	18207617	+	1317.9	861	https://www.orthodb.org/v10?query=4416at7147	rho guanine nucleotide exchange factor 18
4451at7147	Complete	JAEIGE010000253.1:21646685-21641902	21646685	21641902	-	1164.6	770	https://www.orthodb.org/v10?query=4451at7147	RRP12-like protein
4453at7147	Complete	JAEIGE010000227.1:29034561-29028500	29034561	29028500	-	1196.8	710	https://www.orthodb.org/v10?query=4453at7147	Gamma-aminobutyric acid type B receptor
4461at7147	Complete	JAEIGE010000213.1:5605827-5598879	5605827	5598879	-	1163.4	937	https://www.orthodb.org/v10?query=4461at7147	Zinc finger FYVE domain-containing protein
4496at7147	Complete	JAEIGE010000016.1:2659589-2656239	2659589	2656239	-	1766.3	897	https://www.orthodb.org/v10?query=4496at7147	DNA polymerase
4497at7147	Complete	JAEIGE010000332.1:7897476-7893261	7897476	7893261	-	852.3	599	https://www.orthodb.org/v10?query=4497at7147	Zinc finger C2H2 superfamily
4538at7147	Complete	JAEIGE010000308.1:949980-966357	949980	966357	+	1845.8	1145	https://www.orthodb.org/v10?query=4538at7147	Immunoglobulin-like domain
4541at7147	Complete	JAEIGE010000016.1:653588-657239	653588	657239	+	1567.9	874	https://www.orthodb.org/v10?query=4541at7147	ubiquitin-protein ligase E3B
4551at7147	Complete	JAEIGE010000332.1:31576588-31580968	31576588	31580968	+	392.1	723	https://www.orthodb.org/v10?query=4551at7147	nuclear receptor coactivator 6
4568at7147	Complete	JAEIGE010000253.1:16507201-16512443	16507201	16512443	+	1932.2	1154	https://www.orthodb.org/v10?query=4568at7147	rho-associated protein kinase 1 isoform X1
4573at7147	Complete	JAEIGE010000142.1:836425-840237	836425	840237	+	1169.3	803	https://www.orthodb.org/v10?query=4573at7147	DNA mismatch repair protein MutS, core
4612at7147	Complete	JAEIGE010000017.1:2301787-2269334	2301787	2269334	-	1340.5	691	https://www.orthodb.org/v10?query=4612at7147	peroxidasin
4661at7147	Complete	JAEIGE010000308.1:2103120-2112996	2103120	2112996	+	1035.5	712	https://www.orthodb.org/v10?query=4661at7147	PAN/Apple domain
4736at7147	Complete	JAEIGE010000332.1:22056601-22051865	22056601	22051865	-	1367.6	913	https://www.orthodb.org/v10?query=4736at7147	protein dispatched
4794at7147	Complete	JAEIGE010000332.1:1173006-1176894	1173006	1176894	+	1810.0	973	https://www.orthodb.org/v10?query=4794at7147	DNA damage-binding protein 1
4796at7147	Complete	JAEIGE010000017.1:2889795-2894140	2889795	2894140	+	1582.3	988	https://www.orthodb.org/v10?query=4796at7147	Mediator of RNA polymerase II transcription subunit 14
4801at7147	Complete	JAEIGE010000253.1:23193191-23186682	23193191	23186682	-	1786.6	960	https://www.orthodb.org/v10?query=4801at7147	Formin, FH3 domain
4853at7147	Complete	JAEIGE010000016.1:5784628-5780321	5784628	5780321	-	1440.0	948	https://www.orthodb.org/v10?query=4853at7147	dynactin subunit 1
4860at7147	Complete	JAEIGE010000002.1:3634687-3623326	3634687	3623326	-	654.9	504	https://www.orthodb.org/v10?query=4860at7147	Ankyrin repeat-containing domain
4872at7147	Complete	JAEIGE010000253.1:24939909-24935822	24939909	24935822	-	1542.8	993	https://www.orthodb.org/v10?query=4872at7147	Niemann-Pick C1 protein
4886at7147	Complete	JAEIGE010000002.1:8304275-8307978	8304275	8307978	+	848.8	845	https://www.orthodb.org/v10?query=4886at7147	Gamma-tubulin complex component
4922at7147	Complete	JAEIGE010000299.1:1620693-1675719	1620693	1675719	+	938.1	822	https://www.orthodb.org/v10?query=4922at7147	Dbl homology (DH) domain
4924at7147	Complete	JAEIGE010000002.1:8720696-8708626	8720696	8708626	-	1107.9	808	https://www.orthodb.org/v10?query=4924at7147	Thrombospondin type-1 (TSP1) repeat
4939at7147	Complete	JAEIGE010000227.1:23151493-23167642	23151493	23167642	+	1490.4	766	https://www.orthodb.org/v10?query=4939at7147	Myosin IB heavy chain
4953at7147	Complete	JAEIGE010000239.1:1667277-1699041	1667277	1699041	+	1241.5	917	https://www.orthodb.org/v10?query=4953at7147	Ankyrin repeat-containing domain
4986at7147	Complete	JAEIGE010000016.1:239781-233410	239781	233410	-	1750.9	808	https://www.orthodb.org/v10?query=4986at7147	Chitin binding domain
5008at7147	Complete	JAEIGE010000332.1:212949-219544	212949	219544	+	1324.3	787	https://www.orthodb.org/v10?query=5008at7147	C2 domain
5032at7147	Complete	JAEIGE010000332.1:2317823-2313067	2317823	2313067	-	1151.6	813	https://www.orthodb.org/v10?query=5032at7147	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
5041at7147	Complete	JAEIGE010000227.1:11724801-11688607	11724801	11688607	-	1318.6	1135	https://www.orthodb.org/v10?query=5041at7147	EGF-like calcium-binding, conserved site
